Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/span_glyphicon glyphicon-calendar""))",Chrome 120.0.0.0,,,25-01-2024 23:14:32,25-01-2024 23:14:32,0.433s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_17""))",Chrome 120.0.0.0,,,25-01-2024 23:14:32,25-01-2024 23:14:33,0.562s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_comment""), ""Katalon"")",Chrome 120.0.0.0,,,25-01-2024 23:14:33,25-01-2024 23:14:34,0.874s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 120.0.0.0,,,25-01-2024 23:14:34,25-01-2024 23:14:35,1.530s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 120.0.0.0,,,25-01-2024 23:14:35,25-01-2024 23:14:36,0.960s,PASSED
,,,,,,,
Test Cases/History validation__005,Chrome 120.0.0.0,,,25-01-2024 23:14:36,25-01-2024 23:14:38,2.008s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/amenu-toggle""))",Chrome 120.0.0.0,,,25-01-2024 23:14:36,25-01-2024 23:14:37,0.424s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_History""))",Chrome 120.0.0.0,,,25-01-2024 23:14:37,25-01-2024 23:14:38,0.968s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Hongkong CURA Healthcare Center""))",Chrome 120.0.0.0,,,25-01-2024 23:14:38,25-01-2024 23:14:38,0.473s,PASSED
,,,,,,,
Test Cases/TC_cura logout__003,Chrome 120.0.0.0,,,25-01-2024 23:14:38,25-01-2024 23:14:42,3.636s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/amenu-toggle""))",Chrome 120.0.0.0,,,25-01-2024 23:14:38,25-01-2024 23:14:39,0.445s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout""))",Chrome 120.0.0.0,,,25-01-2024 23:14:39,25-01-2024 23:14:39,0.490s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout""))",Chrome 120.0.0.0,,,25-01-2024 23:14:39,25-01-2024 23:14:41,1.651s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/amenu-toggle""))",Chrome 120.0.0.0,,,25-01-2024 23:14:41,25-01-2024 23:14:41,0.390s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Chrome 120.0.0.0,,,25-01-2024 23:14:41,25-01-2024 23:14:42,0.474s,PASSED
